triple_id,doc_id,primary_failure,all_reasons
MPT-c8b27bc6887a8ed3c69a,MP002,evidence,evidence_invalid
MPT-c8b3fe5f9b015c622b18,MP019,schema_type,relation_type_invalid
MPT-c8d5fa4f82568c2dd125,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-c8f526770bc134be01f3,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-c9086767f41b62e62a93,MP017,schema_type,relation_type_invalid
MPT-c90e9a3edc6479cd4ef8,MP002,evidence,evidence_invalid
MPT-c91fc2da0f76206aab18,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-c9260bae2083fa89cf03,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-c93435795a3783a03382,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-c9366d6e4753f621f236,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-c93a808e968196d0144c,MP003,evidence,evidence_invalid
MPT-c943562e712a6e2e35d9,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-c9448561330258b62cfc,MP018,schema_type,relation_type_invalid
MPT-c9495b0324462dc3d7e2,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-c9497f6209d4c413dedb,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-c957cd1e4c69415c49dd,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-c973a0c2a3cfb2aa20c7,MP003,schema_type,relation_type_invalid
MPT-c986d6c34b8c8275d71e,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-c98c9347430dabe0affc,MP018,relation_support,dual_qwen_relation_not_entailed
MPT-c990ee64d8cfa57dd819,MP003,evidence,evidence_invalid
MPT-c99c9d3721ee7f4b7ae2,MP019,evidence,evidence_invalid
MPT-c99f888273f00483e08a,MP003,schema_type,relation_type_invalid
MPT-c9ab2e6537bb611bb1ba,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-c9b9d4c8c754cb204586,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-c9ce8844903772f4f220,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-c9e7661996cf6510b8ea,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-ca00182a6d885b569e67,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ca08798df4efef459b38,MP019,evidence,evidence_invalid
MPT-ca0941033d8e3c4619fa,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-ca0a388d5955a5a2d1fe,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ca138973ac29e8bdf071,MP003,evidence,evidence_invalid
MPT-ca17aa2917fa0c4b53f7,MP019,evidence,evidence_invalid
MPT-ca18ee6fddc57ac140ba,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ca1cdb88eeeaea2200cb,MP003,evidence,evidence_invalid
MPT-ca23d83a08018e142e72,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-ca3cb6553a46793d8daf,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-ca4ac7b629d93772c06f,MP005,relation_support,dual_qwen_relation_not_entailed
MPT-ca4fb1f02f589b223475,MP019,evidence,evidence_invalid
MPT-ca52b9e35c2f4242ec93,MP002,evidence,evidence_invalid
MPT-ca52bb27055aa025e954,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-ca5cb87f0a882d7c01c1,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ca60e41b6562016da496,MP004,evidence,evidence_invalid
MPT-ca631390fb4d4b4afeff,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-ca6927313df67c967f1c,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ca6dd1665e544698b1c0,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-ca721ba0aaacade89567,MP003,evidence,evidence_invalid
MPT-ca87b874aa7c8007a174,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-caa2fee846abca1e0af9,MP004,evidence,evidence_invalid
MPT-cabf4cdea903cebe8ff5,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cabf80754567e673f141,MP002,evidence,evidence_invalid
MPT-cac43e125931d437bd5a,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-cad027ed50bef0eb4838,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-cad6480005fe35e23940,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cadd8125673bf2f38866,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-cadf59a8e1d2b7c33e8d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cae4869d658e5be31c86,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-cafbfdd6fc16c6240a11,MP019,evidence,evidence_invalid
MPT-cb0fda1200dad2bdd8f0,MP003,evidence,evidence_invalid
MPT-cb1cd3b5f53d0a6906c8,MP002,evidence,evidence_invalid
MPT-cb3347ea750f8a4c0b64,MP015,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-cb59e149ac8ff3dd6bd1,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-cb6433cbf34f04264cfb,MP002,evidence,evidence_invalid
MPT-cb67e766bc7058a0e4e3,MP007,evidence,evidence_invalid
MPT-cb6957f9dcad645a3406,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-cb7f964c78b3961fd663,MP003,schema_type,relation_type_invalid
MPT-cb84d1506729cead8146,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-cb9e72b37841c559b366,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-cba2b52dbc104b80c453,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-cbbf297dca743b82c7fb,MP001,schema_type,relation_type_invalid;evidence_invalid
MPT-cbca4aa6c6bf3b10e67b,MP019,evidence,evidence_invalid
MPT-cbcc2ab56f0caf4f6822,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-cbd0108865d57b975f3a,MP019,evidence,evidence_invalid
MPT-cbe349d39d0a83b3bda6,MP003,evidence,evidence_invalid
MPT-cbe763eafd8a6a028db2,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cc09634ca9e64b00d48b,MP003,evidence,evidence_invalid
MPT-cc1635584217c844f63e,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-cc30edf35e1e38bd6910,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cc32d9c1e63b83bcb5c8,MP019,evidence,evidence_invalid
MPT-cc346ab81843615b7cb1,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-cc37ba77367659a42565,MP019,evidence,evidence_invalid
MPT-cc467fb449e19bef8140,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-cc485850e6ef2fa17f82,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-cc4ca8c282beda9ec743,MP019,evidence,evidence_invalid
MPT-cc68edd8adee4006f067,MP002,schema_type,relation_type_invalid
MPT-cc7b9bc7301b85567d65,MP003,evidence,evidence_invalid
MPT-cc9b54ecc8a0e413e4ad,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-cc9e86258efae9e7d1ac,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cca6e60fd5ab574e8913,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-ccc052d7f44e8bde7554,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cccfe8eb17b539fa5984,MP007,evidence,evidence_invalid
MPT-cce46f4ae3401dda8854,MP001,schema_type,relation_type_invalid
MPT-cceaecae6c18ef5412af,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-ccf80c71c4711b318f98,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cd0ff9bed968028bd7cb,MP002,evidence,evidence_invalid
MPT-cd102bb03ba716349b49,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cd2197db20c1b8cc106c,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cd2598bed0990f3e71d2,MP015,evidence,evidence_invalid
MPT-cd2804d110dd591106bf,MP022,relation_support,dual_qwen_relation_not_entailed
MPT-cd550f9a4f4d29c0c192,MP003,schema_type,relation_type_invalid
MPT-cd88e74f511fa12fe59d,MP003,evidence,evidence_invalid
MPT-cd92037ccb7679f9132a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cda06ab8ed3986d2bcaa,MP002,evidence,evidence_invalid
MPT-cdae544a32ed0b0f4a94,MP002,evidence,evidence_invalid
MPT-cdc23b718cf3ec95191b,MP002,evidence,evidence_invalid
MPT-cdce50555258ee9f494a,MP001,evidence,evidence_invalid
MPT-cdd43880d7d01c5ff509,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cdea81831de434cd7668,MP019,evidence,evidence_invalid
MPT-cdf50aa86b5630aa1084,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cdf53477058d351f0596,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-ce0a889f6ba26dbe0ab6,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-ce0c989ad3a2488b7324,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-ce221c4f422841cc65b1,MP019,evidence,evidence_invalid
MPT-ce2814f8404d21e06ef0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-ce359e924928955fe76c,MP005,schema_type,relation_type_invalid
MPT-ce3bfc40572aa3edb9aa,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-ce3e28accf8fa4fb43b4,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-ce415711a544aa91c186,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-ce6c78a13903d5171e67,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-ce89d358877c5f5b2705,MP003,schema_type,relation_type_invalid
MPT-ce8f22abb69dce7acabe,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-cea375c4db794c9cb2b1,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cea4a0624e8bd8c78fd1,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cea593161e16c4c7ce8c,MP018,schema_type,relation_type_invalid
MPT-cec18241397bea40070c,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-cec97dbddda6c0e2fd84,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-cedd321634ba50c0d580,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-cedf270433b1489c8ec4,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-cee1d8047495188c9212,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-cee4a48adb63f3d4f46d,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-cefcde13358a6d448ccb,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-cf19ee3162cb8e5b61ce,MP005,relation_support,dual_qwen_relation_not_entailed
MPT-cf2559e447304827362a,MP019,schema_type,relation_type_invalid
MPT-cf3671f5427bdae34f78,MP003,schema_type,relation_type_invalid
MPT-cf3ddd39194564968087,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cf3e9cefe36de8c252b8,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-cf55d206337a52345aee,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-cf5c6df84d29a3917551,MP002,evidence,evidence_invalid
MPT-cf5f22b3309d2a98a53c,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cf5f98a4b7a4cab9d28c,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cf60dc7af28184944494,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-cf610f1a6bccf0747cd9,MP019,evidence,evidence_invalid
MPT-cf6ec824049e227732d1,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-cf757bcd885a4bfbeead,MP015,schema_type,relation_type_invalid
MPT-cf7fecb569e4a70a709f,MP003,evidence,evidence_invalid
MPT-cf8176625e87e908755a,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cf8e00fdad4dc735b379,MP003,schema_type,relation_type_invalid
MPT-cf8e176e3a9603652c17,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-cf91fb96696158fc1494,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-cfa544fada1b860b20ea,MP019,evidence,evidence_invalid
MPT-cfa88900441de51d0789,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-cfad983808b2e8a2e6a2,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-cfb55944704adc27e315,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-cfc041b6ecf674a7a06f,MP003,evidence,evidence_invalid
MPT-cfcd2a8356589b2cf6f8,MP002,evidence,evidence_invalid
MPT-cfdab1e5ee9fd9c35a2e,MP016,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-cfe1b8465055bb4da0cf,MP001,schema_type,relation_type_invalid
MPT-cff8f37c284f00f45579,MP002,evidence,evidence_invalid
MPT-d009ad12fae3c53a6285,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d017a4764297d00a7b59,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-d017b8abb6415f236c82,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d019a4b9534ffe27a3d4,MP003,schema_type,relation_type_invalid
MPT-d01a2511d296508826e1,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d02cd9df961d919669f0,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d04c860fe1c67d660b7d,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-d05cfdce4693a5b2cb4b,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-d06490c186d3c4cde5b0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d0753166e6ebc306fbd8,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-d09525434d74c101e871,MP020,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d0bb9b373c0bc008d487,MP003,evidence,evidence_invalid
MPT-d0c99d90588601e20013,MP003,schema_type,relation_type_invalid
MPT-d0d82110bec2fe7cd9bc,MP007,evidence,evidence_invalid
MPT-d0dc92b70755af19e40f,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d0dfe8777ccf45ba703d,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d0e5b5031e61f5e4754f,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-d0e98ccdec02848d2ef4,MP003,evidence,evidence_invalid
MPT-d0ed19550ef630ffdaf8,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d0f46a64c875a2cd9e85,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-d0f5cf007d1f70ee72df,MP002,evidence,evidence_invalid
MPT-d10e51cf2007f0267b1d,MP005,schema_type,relation_type_invalid;evidence_invalid
MPT-d11065ee97aa2e93a4ec,MP005,evidence,evidence_invalid
MPT-d123619d0b07ad74080f,MP005,evidence,evidence_invalid
MPT-d12a98c83ac56712cc19,MP003,evidence,evidence_invalid
MPT-d12aaf89282ee04f1b17,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d13b99e1d4a0d5fe6b93,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d140a6e41473903487fb,MP003,evidence,evidence_invalid
MPT-d149b426a3b42df5dbcf,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d15cd840b03c2d20f592,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d1615ba17a272856803e,MP019,evidence,evidence_invalid
MPT-d164825026fe1eb5a0f3,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d16649c2690aa1433059,MP015,evidence,evidence_invalid
MPT-d16dbfa4f0ac4e1b37b1,MP003,schema_type,relation_type_invalid
MPT-d174eb98b0a58037628b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d18334ac5bb5b2e2e66b,MP001,schema_type,relation_type_invalid
MPT-d185218224bfd49928a1,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d1910546a28fa83d8eb5,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d196688ea0acd36acadf,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d1968b4b80ed969df9f9,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d1af2aaa9aa612ebf7ff,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-d1cf53cbdbfbc3dec1d1,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d1f2044a43a2b73350b4,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d201a5e4d59a748e82eb,MP002,evidence,evidence_invalid
MPT-d20a8f02cd375d69bae5,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d2159ebc0806b9ac293d,MP005,schema_type,relation_type_invalid
MPT-d2223345811e7a1be3c4,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d233e828a065c572f4ee,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d23a6625322365e54a1a,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d23cf960bc520807a41b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d268a9846647da3fc6f7,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-d268c1da60108c1fe643,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-d2775875524fcecd5fb7,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d278196f09f205df6061,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d27fe513de47b0d964f2,MP007,schema_type,relation_type_invalid
MPT-d287a0828399c3094e99,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d289ccec07fd9efc6709,MP020,schema_type,relation_type_invalid
MPT-d28b096e05762e221cd9,MP003,evidence,evidence_invalid
MPT-d29df9d575476a7a2876,MP003,evidence,evidence_invalid
MPT-d2a4a34007bcc4210284,MP019,schema_type,relation_type_invalid
MPT-d2a9417ad2a71d5fc57a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d2aeeaca0dfdac25cad2,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d2b0b68e5e227dc6e685,MP003,evidence,evidence_invalid
MPT-d2b389026f1444794b6f,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-d2c23f1e2847cb14cc25,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-d2c9c9131bf78b07194f,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d2cc9375f6b2e4a021df,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-d2cd98c3b8f414544dfd,MP019,evidence,evidence_invalid
MPT-d2f02793f57b12fbae66,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d2fec67139af56f0be4a,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-d2fedc3790998e35cbdc,MP007,evidence,evidence_invalid
MPT-d30becd8f6a4ba09fae4,MP019,schema_type,relation_type_invalid
MPT-d317e5001a6a3098e097,MP007,evidence,evidence_invalid
MPT-d32629bc684de3bb7885,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d32ef825ba2c17a232e5,MP002,schema_type,relation_type_invalid
MPT-d34015e05e8207827589,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-d35a018c29cd1d1a1668,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d372cb47232ec70af2cc,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d37dd43dd37b1208d3af,MP002,schema_type,relation_type_invalid
MPT-d37e381e52bbe84602ba,MP019,evidence,evidence_invalid
MPT-d3887d345ae8084879fe,MP019,evidence,evidence_invalid
MPT-d38faebda66c99380429,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d3a858dd3faf80b095e0,MP002,evidence,evidence_invalid
MPT-d3c357d4ed228a3ba40e,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d3d1696852e304036b0c,MP003,evidence,evidence_invalid
MPT-d3d408f0a311cadcf8cc,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-d4056d6f726cff7ea07d,MP018,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d40d01bf5937c0a8b2b1,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-d41eb718e7649e46c8e8,MP019,evidence,evidence_invalid
MPT-d43ad30928047b95f4d6,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d449ef6c6155d8a720bb,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-d45bd237be0ab42bad25,MP019,evidence,evidence_invalid
MPT-d462f9ed14e1539fad69,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d464815c2765f115d7a7,MP002,schema_type,relation_type_invalid
MPT-d465289b2fac75b6b59c,MP002,evidence,evidence_invalid
MPT-d47b9328fbcb63d73d8f,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d4b12eb9e42978150cc2,MP003,evidence,evidence_invalid
MPT-d4d87652fd82538cbc18,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d4d960a4e972c73de16b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d4daff42ef6c482b5f6c,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d4e35a963599529baa65,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d4e36a9e89bd36692bda,MP002,evidence,evidence_invalid
MPT-d4ee27ce629cedb961bc,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d4f038b39504c760a5fd,MP003,evidence,evidence_invalid
MPT-d4f33d3c50d01718683d,MP021,evidence,evidence_invalid
MPT-d4f723eff0fb2efdd022,MP006,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d4fb5d4edde4144b7ddf,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-d5014a52d0106c49839f,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d50a95453145ba6f46d7,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d511cf578ecfcfac0458,MP007,evidence,evidence_invalid
MPT-d51750dae478eac8b03c,MP002,evidence,evidence_invalid
MPT-d51845d0456fe8690dd9,MP019,schema_type,relation_type_invalid
MPT-d53dbc933ba02044c0aa,MP019,evidence,evidence_invalid
MPT-d53dd876f3e64273974e,MP019,evidence,evidence_invalid
MPT-d54f5d3835f1ca590565,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-d5627335170a76978d9f,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-d567fbaaefc8f0bad182,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d56d4b243d3cf265db2d,MP006,evidence,evidence_invalid;relation_not_entailed
MPT-d57c3c36f6a1c1bac77d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d5847d6c99df1440ab39,MP001,evidence,evidence_invalid
MPT-d58e8e9d67a154dfe96f,MP019,evidence,evidence_invalid
MPT-d59780d00469c63ee858,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d59c92b5674f14a7d711,MP005,evidence,evidence_invalid
MPT-d59e12ce3499b73b1ba3,MP003,schema_type,relation_type_invalid
MPT-d5a13c36b51a937bcdf2,MP019,evidence,evidence_invalid
MPT-d5a401ac6f4ea70b7eeb,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-d5bae2fd8f2f08d7c40c,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d5c69d71458a527f92cf,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-d5ca3f06f87a19dfd7f7,MP002,evidence,evidence_invalid
MPT-d5f16816cea07fd51c32,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-d5ff3ac2a1a9f8b0d37b,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d6023f5e76c8449afc31,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d602a9df478703e026e7,MP005,evidence,evidence_invalid
MPT-d6082ffa51dd4a9272b3,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-d61e18dda289b9fd2059,MP003,evidence,evidence_invalid
MPT-d61fd03a6d75b90f84de,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d632086fb1f460891489,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d64697c4b613f01b4ef5,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-d6561dd1f5139fd98c6e,MP006,schema_type,relation_type_invalid
MPT-d659bf55d1e597c83a80,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-d65a2277d9ef45fd28e8,MP019,evidence,evidence_invalid
MPT-d65e54cee37ee51688b0,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-d66cb86640e57b49f4ec,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d67aa154ab465ccfca44,MP003,evidence,evidence_invalid
MPT-d67ec70464f686993c3c,MP003,schema_type,relation_type_invalid
MPT-d6817dea62fcb49c134a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d69eb0f75bd3eec9afb8,MP003,evidence,evidence_invalid
MPT-d69f598781596b4e6991,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-d6b0d11442255491eb85,MP018,schema_type,relation_type_invalid
MPT-d6bd710b019d2179c7a4,MP002,evidence,evidence_invalid
MPT-d6d20cf77b95f2f06d8f,MP019,evidence,evidence_invalid
MPT-d6e40aac70e48e16fd71,MP005,schema_type,relation_type_invalid
MPT-d6f825b257adbcd1afbd,MP002,evidence,evidence_invalid
MPT-d6fbb4ca4bf1a430c730,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d70b6e4d7a4e1cd5a8fd,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d721a76d8e32f75b9a65,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d748b4b79920a698a6ed,MP002,evidence,evidence_invalid
MPT-d75086b7614b69d3d508,MP001,evidence,evidence_invalid
MPT-d750f5aab08bf8af8d43,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d756295fe73d92cefb4d,MP003,schema_type,relation_type_invalid
MPT-d76471b81c36e1179ea5,MP018,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d7675a054070729e1b6b,MP003,schema_type,relation_type_invalid
MPT-d76b132580d867caf896,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-d76d362d583676603c0e,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d78dfe9e502b75762fef,MP019,schema_type,relation_type_invalid
MPT-d79e3b70e6f1315b6fc4,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d7a7d73f126d8bf1f6ff,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d7aeb7f72a2d25fa7bbb,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-d7b68708c1340acbb079,MP002,evidence,evidence_invalid
MPT-d7bcc2727f9f622d5ced,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-d7c2d8a9f194f2bf8074,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-d7c45b488eedfc888a4e,MP019,evidence,evidence_invalid
MPT-d7c6665f892cbc0d9c02,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-d7cb738e5589e7b73eeb,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-d7e4c07c6391d0b5a55f,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-d7f8f3a2e6fb5670c669,MP001,evidence,evidence_invalid
MPT-d8088de67352077bab6b,MP019,evidence,evidence_invalid
MPT-d80ea90e1ec61fd6f686,MP019,evidence,evidence_invalid
MPT-d80f4b2a2ee63681ab52,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-d82e11a4a140a6471dfe,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-d82e4aadd23688cf41d8,MP007,evidence,evidence_invalid
MPT-d83c805d3febb1f86c2c,MP018,evidence,evidence_invalid;relation_not_entailed
